"sexo","est_civil","Region","p7_1","p7_2","p7_3","p7_4","p7_5","p7_6","p7_7","p7_8","p7_9","p7_10"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","No","Sí","Sí","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Centro","No","Sí, en parte","Sí, en parte","No","No","NS","NS","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","Centro","No","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Norte","Sí","No","No","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","No","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Norte","NS","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí","Sí","Sí"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Norte","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Norte","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
" Mujer","Soltero(a)","Sur","Sí, en parte","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Centro","Sí","NS","Sí","Sí","Sí","NS","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Norte","No","No","No","No","No","No","No","No","No","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte","Sí"
" Mujer","Soltero(a)","Norte","Sí","Sí, en parte","Sí, en parte","NS","Sí, en parte","NS","Sí, en parte","Sí, en parte","Sí, en parte","NS"
" Mujer","Soltero(a)","Norte","Sí","Sí, en parte","Sí, en parte","NS","Sí, en parte","NS","Sí, en parte","Sí, en parte","Sí, en parte","NS"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","NS","NS","NS","NS","Sí, en parte","NS","Sí","NS","NS","NS"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","NS","NS","NS","NS","Sí, en parte","NS","Sí","NS","NS","NS"
" Mujer","Soltero(a)","Norte","Sí","Sí, en parte","Sí, en parte","NS","Sí, en parte","NS","Sí, en parte","Sí, en parte","Sí, en parte","NS"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí","No","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","D. F. y Estado de México","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
